,row_num,gene_symbol
1283,17767,SYNGAP1
1284,17799,ADARB1
1286,17825,STMN3
1287,17858,SIPA1L1
1288,17869,TOPORS
1289,17909,SPTAN1
1290,17932,LHFPL5
1291,17987,KIF13B
1292,18013,S100A6
1293,18015,DNM3
1294,18030,KEL
1295,18041,ZNF335
1296,18077,LPAR1
1297,18105,SZT2
1298,18168,ITSN2
1299,18169,NTRK1
1300,18203,ATL1
1301,18238,ZNF536
1302,18270,SLC9A6
1303,18278,CEP290
1304,18283,DLL1
1305,18289,LDB1
1306,18298,SMURF1
1307,18304,PLXNB3
1308,18323,MTOR
1309,18325,ZNF521
1310,18329,LRIG2
1311,18341,INPP5F
1312,18347,GJC2
1313,18348,OPA1
1314,18391,BHLHB9
1315,18393,L1CAM
1316,18425,RORB
1317,20380,GDI1
1318,20455,GIGYF2
1319,20490,BMPR2
1320,20524,AGER
1321,20559,SLC44A4
1322,20656,DDR1
1323,20775,TCTN1
1324,21100,OLIG2
1325,21125,DOK6
1326,23194,SYT3
1327,23288,LINGO4
1328,23356,NRAS
1329,23432,GPC2
1330,23564,NCKIPSD
1331,23656,KCTD11
1332,23693,CSNK1E
1333,23710,ITGA1
1334,23781,CPNE1
1335,24319,SCRT2
1336,25897,PLXNA4
1337,25910,NPTXR
1338,25974,ADRA2B
1339,29364,LTA
1340,39059,NME1
1341,39098,TLR9
1342,41326,STRC
1343,41677,EFNA4
1344,42351,DBNDD2
1345,42449,ETV5
1346,43041,TWF2
1347,48037,LYN
1348,48442,OMP
1349,49427,VTN
1350,49898,SALL3
1351,50691,CUX1
